idmarca;Marca;idmodelo;Modelo;idversion;Version;idpais
28;Ford;1834;Explorer;10095;Everest;27
28;Ford;1834;Explorer;10096;Everest V8;27
28;Ford;1834;Explorer;10097;Limited V8;27
28;Ford;1834;Explorer;10098;Sport Trac 4x2;27
28;Ford;1834;Explorer;10099;Sport Trac 4x4;27
28;Ford;1834;Explorer;10100;Sport Track 4x4;27
28;Ford;1834;Explorer;10101;Sport Track XL 4X4;27
28;Ford;1834;Explorer;10102;XLT 6V;27
28;Ford;1834;Explorer;10103;XLT Elite;27
28;Ford;1827;Ecosport;10017;1.4 XL;27
28;Ford;1827;Ecosport;10018;1.4 XLS;27
28;Ford;1827;Ecosport;10019;1.6 XL;27
28;Ford;1827;Ecosport;10020;1.6 XLS;27
28;Ford;1827;Ecosport;10021;2.0 16V;27
28;Ford;1827;Ecosport;10022;2.0 4X2 t;27
28;Ford;1827;Ecosport;10023;2.0 XLT 4X4;27
28;Ford;1827;Ecosport;10024;4x4;27
28;Ford;1828;Edge;10025;Limited;27
28;Ford;1828;Edge;10026;Otra Versión;27
28;Ford;1828;Edge;10027;SE;27
28;Ford;1828;Edge;10028;Sport;27
28;Ford;1893;Nueva Ranger;11026;2.2 4x2 Doble Cabina;27
28;Ford;1886;Mini Ranger;10817;4x2;27
28;Ford;1886;Mini Ranger;10818;4x4;27
28;Ford;1886;Mini Ranger;10819;Otra Versión;27
28;Ford;1886;Mini Ranger;10820;XL STD;27
28;Ford;1886;Mini Ranger;10821;XLT Doble Cabina;27
28;Ford;1879;Llanero;10666;Otra Versión;27
28;Ford;1880;Lobo;10668;1.0;27
28;Ford;1880;Lobo;10670;4x2;27
28;Ford;1880;Lobo;10671;4x4;27
28;Ford;1880;Lobo;10672;Otra Versión;27
28;Ford;1878;Laser;10638;1.3;27
28;Ford;1878;Laser;10639;1.6;27
28;Ford;1927;Zephyr;8806;Otra Versión;27
28;Ford;1878;Laser;8681;Otra Versión;27
28;Ford;1913;Sport Wagon;8784;Otra Versión;27
28;Ford;1904;Ranchera;8765;Otra Versión;27
28;Ford;1900;Pick-Up;8758;Otra Versión;27
28;Ford;1906;Ranger;8313;XL 2.3L Plus 4x2 Cabina Doble;27
28;Ford;1906;Ranger;8314;XLT 4x4;27
28;Ford;1906;Ranger;8315;XLT DC;27
28;Ford;1906;Ranger;8316;XLT Limited Centennial;27
28;Ford;1813;Conquistador;8632;Otra Versión;27
28;Ford;1815;Corcel;8633;Otra Versión;27
28;Ford;1816;Cougar;8637;Otra Versión;27
28;Ford;1832;Excursion;8647;Otra Versión;27
28;Ford;1820;Crown Victoria;8640;Otra Versión;27
28;Ford;1871;Granada;8664;Otra Versión;27
28;Ford;1872;Grand Marquis;8666;Otra Versión;27
28;Ford;1874;Harley Davidson;8670;Otra Versión;27
28;Ford;1840;F-250;8649;Otra Versión;27
28;Ford;1851;F-750;8650;Otra Versión;27
28;Ford;1855;Fairmont;8651;Otra Versión;27
28;Ford;1864;Fortaleza;8657;Otra Versión;27
28;Ford;1867;Fusion;8659;Otra Versión;27
28;Ford;1926;Windstar;8528;SE;27
28;Ford;1798;Adrenaline;9315;Otra Versión;27
28;Ford;1803;Bronco;9473;Flash V8;27
28;Ford;1803;Bronco;9474;V8;27
28;Ford;1806;Cargo;9601;1721;27
28;Ford;1806;Cargo;9602;815;27
28;Ford;1805;Capri III;9591;Otra Versión;27
29;Ford Importados;1932;Mustang;10874;Ghia;27
29;Ford Importados;1932;Mustang;10875;GT;27
29;Ford Importados;1932;Mustang;10876;GT 350;27
29;Ford Importados;1932;Mustang;10877;GTA;27
29;Ford Importados;1932;Mustang;10878;GTS;27
29;Ford Importados;1932;Mustang;10879;HCS;27
29;Ford Importados;1932;Mustang;10880;LX;27
29;Ford Importados;1932;Mustang;10881;Mash 2;27
29;Ford Importados;1932;Mustang;10882;Roush;27
29;Ford Importados;1932;Mustang;10883;Saleen S281c;27
29;Ford Importados;1932;Mustang;10884;SVO;27
29;Ford Importados;1933;Otro Modelo;4874;Otra Versión;27
29;Ford Importados;1934;Puma;5321;1.7 Zetec-SE;27
29;Ford Importados;1934;Puma;5322;Otra Versión;27
29;Ford Importados;1931;Mercury;4536;Convertible;27
29;Ford Importados;1931;Mercury;4537;Coupé;27
29;Ford Importados;1931;Mercury;4538;Otra Versión;27
29;Ford Importados;1931;Mercury;4539;Sedán;27
29;Ford Importados;1932;Mustang;4695;GT Coupé V8;27
29;Ford Importados;1932;Mustang;4696;GT V6 Convertible;27
29;Ford Importados;1932;Mustang;4697;GT V6 Coupé;27
29;Ford Importados;1932;Mustang;4698;GT V8 Convertible;27
29;Ford Importados;1932;Mustang;4699;Otra Versión;27
29;Ford Importados;1932;Mustang;4700;V6 3.8 Cabrio;27
29;Ford Importados;1930;Galaxy;3494;Otra Versión;27
29;Ford Importados;1930;Galaxy;3496;Van Nafta 2.3 DOHC;27
29;Ford Importados;1929;F-150;3231;Otra Versión;27
29;Ford Importados;1929;F-150;3232;XLT 4x2 Cabina Simple;27
29;Ford Importados;1929;F-150;3233;XLT 4x4 Doble Cabina;27
29;Ford Importados;1928;Expedition;3169;Otra Versión;27
29;Ford Importados;1928;Expedition;3170;XLT 4x4;27
30;G.A.Z.;1979;Gazelle;3511;Furgon Td-d/C;27
30;G.A.Z.;1979;Gazelle;3512;Furgon Td-s/C;27
30;G.A.Z.;1979;Gazelle;3513;Minibus Td;27
30;G.A.Z.;1979;Gazelle;3514;Otra Versión;27
30;G.A.Z.;1979;Gazelle;3515;Pick-up Td-d/C;27
30;G.A.Z.;1979;Gazelle;3516;Pick-up Td-s/C;27
30;G.A.Z.;1980;Otro Modelo;4875;Otra Versión;27
30;G.A.Z.;1977;3309/42;916;Otra Versión;27
30;G.A.Z.;1978;3309/50;917;Otra Versión;27
31;Galloper;1982;Otro Modelo;4876;Otra Versión;27
31;Galloper;1981;Galloper;3505;EXD 3 puertas SWD;27
31;Galloper;1981;Galloper;3506;EXD 5 puertas LWD;27
31;Galloper;1981;Galloper;3507;Innovation;27
31;Galloper;1981;Galloper;3508;Otra Versión;27
31;Galloper;1981;Galloper;3509;XL 5 puertas 10 Pasajeros;27
31;Galloper;1981;Galloper;3510;XL 5 puertas High roof 7 Pasajeros;27
31;Galloper;1983;Santamo;5653;Otra Versión;27
31;Galloper;1983;Santamo;5648;7 Pasajeros;27
31;Galloper;1983;Santamo;5649;DLX;27
308;Gamma;1984;Crossing 4x4;14412;Desconocido;27
308;Gamma;1985;Ever Green;14413;Desconocido;27
308;Gamma;1986;Otro Modelo;14414;Desconocido;27
92;Garelli;2000;NOI 49 CC;14428;Desconocido;27
92;Garelli;2001;Otro Modelo;14429;Desconocido;27
227;Gas Gas;2002;Contac;14430;Desconocido;27
227;Gas Gas;2003;EC 515 FSR;14431;Desconocido;27
227;Gas Gas;2004;MC 250;14432;Desconocido;27
227;Gas Gas;2006;Pampera 125;14433;Desconocido;27
227;Gas Gas;2007;SM 515;14434;Desconocido;27
227;Gas Gas;2008;TXT PRO 300;14435;Desconocido;27
227;Gas Gas;2009;WILD HP 515;14436;Desconocido;27
227;Gas Gas;7723;EC 125;22081;Desconocido;27
227;Gas Gas;7724;EC 125 R;22082;Desconocido;27
227;Gas Gas;7725;EC 200;22083;Desconocido;27
227;Gas Gas;7726;EC 200 E;22084;Desconocido;27
227;Gas Gas;7727;EC 200 R;22085;Desconocido;27
227;Gas Gas;7728;EC 250 E;22086;Desconocido;27
227;Gas Gas;7729;EC 300 E;22087;Desconocido;27
227;Gas Gas;7730;EC 250 F;22088;Desconocido;27
227;Gas Gas;7731;EC 300 F;22089;Desconocido;27
227;Gas Gas;7732;EC 450 F;22090;Desconocido;27
227;Gas Gas;7733;EC Cami 250;22091;Desconocido;27
227;Gas Gas;7734;EC 450 Raid;22092;Desconocido;27
227;Gas Gas;7735;TXT PRO;22093;Desconocido;27
227;Gas Gas;7736;TXT PRO 50 Racing;22094;Desconocido;27
227;Gas Gas;7737;TXT PRO 80 Racing;22095;Desconocido;27
227;Gas Gas;7738;TXT PRO 125 Racing;22096;Desconocido;27
227;Gas Gas;7739;TXT PRO 250 Racing;22097;Desconocido;27
227;Gas Gas;7740;TXT PRO 280 Racing;22098;Desconocido;27
227;Gas Gas;7741;TXT PRO 300 Racing;22099;Desconocido;27
227;Gas Gas;7742;TXT E8;22100;Desconocido;27
227;Gas Gas;7743;TXT E12;22101;Desconocido;27
227;Gas Gas;7744;TXT E;22102;Desconocido;27
227;Gas Gas;7745;TXT Randonne 125;22103;Desconocido;27
227;Gas Gas;7746;TXT Randonne 200;22104;Desconocido;27
227;Gas Gas;2005;Otro Modelo;218;Desconocido;27
406;GAZ;2010;4301;14437;Desconocido;27
406;GAZ;2011;Otro Modelo;14438;Desconocido;27
443;GBK;2012;Bucky;14439;Desconocido;27
443;GBK;2013;Fenix;14440;Desconocido;27
443;GBK;2014;Malu;14441;Desconocido;27
443;GBK;2015;Malu Motard;14442;Desconocido;27
443;GBK;2016;Otro Modelo;14443;Desconocido;27
443;GBK;2017;Tatoo;14444;Desconocido;27
93;Genesis;2030;Otro Modelo;14445;Desconocido;27
93;Genesis;2031;T-REX 250;14446;Desconocido;27
94;Gilera;2042;AG 50;14447;Desconocido;27
94;Gilera;2043;C 110;14448;Desconocido;27
94;Gilera;2044;C 110 AE;14449;Desconocido;27
94;Gilera;2045;C 110 Express;14450;Desconocido;27
94;Gilera;2046;C 50;14451;Desconocido;27
94;Gilera;2047;Drive 125;14452;Desconocido;27
94;Gilera;2048;Estilo;14453;Desconocido;27
94;Gilera;2049;Estilo 110;14454;Desconocido;27
94;Gilera;2050;Estilo R/D Business;14455;Desconocido;27
94;Gilera;2051;FR - 125 Serie II;14456;Desconocido;27
94;Gilera;2052;FR - 150 Reversa;14457;Desconocido;27
94;Gilera;2053;FR - 200 Reversa;14458;Desconocido;27
94;Gilera;2054;FR - 250 Bicilindrico;14459;Desconocido;27
94;Gilera;2055;FR - 250 Quad Country;14460;Desconocido;27
94;Gilera;2056;FR 125 SII Cuatriciclo;14461;Desconocido;27
94;Gilera;2057;FR 200 Hot Bear CVT Engine Aut Cuatriciclo;14462;Desconocido;27
94;Gilera;2058;FR 200 R Reversa Cuatriciclo;14463;Desconocido;27
94;Gilera;2059;Fr 250 B.R.;14464;Desconocido;27
94;Gilera;2060;FR 250 BicilindricoRev F/D Cuatriciclo;14465;Desconocido;27
94;Gilera;2061;FR 250 Hot Bear Cuatriciclo;14466;Desconocido;27
94;Gilera;2062;Free Runner 4T 125;14467;Desconocido;27
94;Gilera;2063;FRX - 300 Cannibal;14468;Desconocido;27
94;Gilera;2064;Fr-x 300;14469;Desconocido;27
94;Gilera;2065;FU 110 Business;14470;Desconocido;27
94;Gilera;2066;FUTURA 110;14471;Desconocido;27
94;Gilera;2067;FX 125;14472;Desconocido;27
94;Gilera;2068;FX 125 Business;14473;Desconocido;27
94;Gilera;2069;G1 Naked 250 Turismo;14474;Desconocido;27
94;Gilera;2070;G1 Racing 250 Turismo;14475;Desconocido;27
94;Gilera;2071;GA - 125 Classic;14476;Desconocido;27
94;Gilera;2072;Ga 125 C;14477;Desconocido;27
94;Gilera;2073;GA 50;14478;Desconocido;27
94;Gilera;2074;GA 70;14479;Desconocido;27
94;Gilera;2075;GLA 110;14480;Desconocido;27
94;Gilera;2076;GLA 110 Llanta Aluminio Chopera;14481;Desconocido;27
94;Gilera;2077;LM - 50 Quad Junior;14482;Desconocido;27
94;Gilera;2079;QAX 110;14483;Desconocido;27
94;Gilera;2080;QAX 125;14484;Desconocido;27
94;Gilera;2081;QM 110;14485;Desconocido;27
94;Gilera;2082;QM 125;14486;Desconocido;27
94;Gilera;2083;QM 125 T;14487;Desconocido;27
94;Gilera;2084;Qm 125 T-10A Speedy;14488;Desconocido;27
94;Gilera;2085;Qm 125 T-10D Super;14489;Desconocido;27
94;Gilera;2086;QS 90;14490;Desconocido;27
94;Gilera;2087;Sahel 200 Enduro;14491;Desconocido;27
94;Gilera;2088;Shael 200;14492;Desconocido;27
94;Gilera;2089;Smash;14493;Desconocido;27
94;Gilera;2090;SMASH 110 CC;14494;Desconocido;27
94;Gilera;2091;Smash 125 Business;14495;Desconocido;27
94;Gilera;2092;Smash ECO Business;14496;Desconocido;27
94;Gilera;2093;Smash Full;14497;Desconocido;27
94;Gilera;2094;Smash Full Business;14498;Desconocido;27
94;Gilera;2095;Smash MP3;14499;Desconocido;27
94;Gilera;2096;Smash R/D;14500;Desconocido;27
94;Gilera;2097;Smash R/D Business;14501;Desconocido;27
94;Gilera;2098;Smash Tunning;14502;Desconocido;27
94;Gilera;2099;Smash Tunning Full Llanta Business;14503;Desconocido;27
94;Gilera;2100;Smash TunningBusiness;14504;Desconocido;27
94;Gilera;2101;SMX 200;14505;Desconocido;27
94;Gilera;2102;SMX 200 Cross Enduro;14506;Desconocido;27
94;Gilera;2103;SMX 200 Motard Enduro - Calle;14507;Desconocido;27
94;Gilera;2104;Speedy 125cc;14508;Desconocido;27
94;Gilera;2105;VC 125;14509;Desconocido;27
94;Gilera;2106;VC 150 Strada Full Llanta Turismo;14510;Desconocido;27
94;Gilera;2107;VC 150 Strada Turismo;14511;Desconocido;27
94;Gilera;2108;VC 150cc;14512;Desconocido;27
94;Gilera;2109;VC 200 R  Turismo;14513;Desconocido;27
94;Gilera;2110;Vc 70;14514;Desconocido;27
94;Gilera;2111;VC R 250 Control Turismo;14515;Desconocido;27
94;Gilera;2112;VC150 Strada;14516;Desconocido;27
94;Gilera;2113;VCR Control;14517;Desconocido;27
94;Gilera;2114;YL 150;14518;Desconocido;27
94;Gilera;2115;YL 150 Chopera;14519;Desconocido;27
94;Gilera;2116;YL 200 Chopera;14520;Desconocido;27
94;Gilera;2117;YL 275;14521;Desconocido;27
94;Gilera;2118;YL 275 Chopera;14522;Desconocido;27
94;Gilera;2078;Otro Modelo;219;Desconocido;27
32;Gmc;2131;500;1069;Otra Versión;27
32;Gmc;2131;500;1070;Pick Up;27
32;Gmc;2136;Chevette;2215;Otra Versión;27
32;Gmc;2136;Chevette;2212;2p 1.6;27
32;Gmc;2136;Chevette;2213;4p 1.6;27
32;Gmc;2146;Otro Modelo;4877;Otra Versión;27
32;Gmc;2151;Savana;5672;Otra Versión;27
32;Gmc;2151;Savana;5673;SLT 3500;27
32;Gmc;2143;Jimmy;7186;Otra Versión;27
32;Gmc;2139;Envoy;7110;Otra Versión;27
32;Gmc;2162;Yukon;6825;Otra Versión;27
32;Gmc;2162;Yukon;6826;V8 6.5;27
32;Gmc;2145;Minguerra;10815;Otra Versión;27
32;Gmc;2156;Sprint;8448;Otra Versión;27
32;Gmc;2148;Pick Up;8751;Otra Versión;27
32;Gmc;2135;Canyon;12334;Desconocido;27
32;Gmc;2134;Canyon;12335;Otra Versión;27
32;Gmc;2134;Canyon;12336;Paq. B 3.7 L;27
32;Gmc;2137;Cheyenne;12433;Desconocido;27
32;Gmc;2138;Denalli;12547;Desconocido;27
32;Gmc;2142;Express;12626;Otra Versión;27
32;Gmc;2141;Equinox;12606;LT;27
32;Gmc;2141;Equinox;12607;Otra Versión;27
32;Gmc;2132;Acadia;12183;3.6L V6 Paq. A;27
32;Gmc;2132;Acadia;12184;3.6L V6 Paq. C;27
32;Gmc;2132;Acadia;12185;3.6L V6 Paq. D 8Pas;27
32;Gmc;2133;Acadia;12186;Desconocido;27
32;Gmc;2132;Acadia;12187;Otra Versión;27
32;Gmc;2132;Acadia;12188;TA;27
32;Gmc;2161;Yucon;12020;5.3I;27
32;Gmc;2161;Yucon;12021;Otra Versión;27
32;Gmc;2130;400;12104;Desconocido;27
32;Gmc;2157;Suburban;11669;Otra Versión;27
32;Gmc;2152;Scyclone;11440;Otra Versión;27
32;Gmc;2140;Envoy;12599;Desconocido;27
32;Gmc;2144;Jimmy;12795;Desconocido;27
32;Gmc;2147;Otro Modelo;12916;Desconocido;27
32;Gmc;2150;Saffari;13159;Desconocido;27
32;Gmc;2149;Sabana;13155;Desconocido;27
32;Gmc;2155;Sonoma;13315;Desconocido;27
32;Gmc;2153;Sierra;13295;Otra Versión;27
32;Gmc;2154;Sierra;13296;Desconocido;27
32;Gmc;2153;Sierra;13297;Paq. B 5.3L  4x2  V8;27
32;Gmc;2153;Sierra;13298;Paq. B 5.3L  4x4  V8;27
32;Gmc;2153;Sierra;13299;Paq. B Doble Cabina Heavy Duty;27
32;Gmc;2159;Terrain;13376;3.0 L;27
32;Gmc;2159;Terrain;13377;Otra Versión;27
32;Gmc;2158;Suburban;13360;Desconocido;27
32;Gmc;2160;Vandura G25;13468;Desconocido;27
32;Gmc;2162;Yukon;13527;XL;27
32;Gmc;2163;Yukón;13528;Desconocido;27
32;Gmc;2162;Yukon;13523;5.3I;27
32;Gmc;2162;Yukon;13524;6.2I;27
32;Gmc;2162;Yukon;13525;Denali;27
32;Gmc;2153;Sierra;21492;Denali DVD;27
32;Gmc;2134;Canyon;19735;3.7C;27
32;Gmc;2159;Terrain;19736;SLT FWD;27
32;Gmc;2159;Terrain;19738;Denali;27
32;Gmc;7218;Sierra Reg Cab;19739;SLE;27
32;Gmc;2132;Acadia;19740;Denali ;27
32;Gmc;2132;Acadia;19741;SLT2 ;27
32;Gmc;2132;Acadia;19742;SLT2 - AWD;27
32;Gmc;2132;Acadia;19743;SLT1 - FWD;27
32;Gmc;7217;Sierra Crew Cab;18711;Otra Versión;27
32;Gmc;7217;Sierra Crew Cab;18712;Denali AWD Paq C 2013;27
32;Gmc;7217;Sierra Crew Cab;18713;SLT 4x4 Paq B 2013;27
32;Gmc;7218;Sierra Reg Cab;18714;Otra Versión;27
32;Gmc;7218;Sierra Reg Cab;18715;SLE 4x4 Paq A 2013;27
313;Goes;2164;125 X;14534;Desconocido;27
313;Goes;2165;220;14535;Desconocido;27
313;Goes;2166;250 X;14536;Desconocido;27
313;Goes;2167;350 S;14537;Desconocido;27
313;Goes;2168;360 MAX;14538;Desconocido;27
313;Goes;2169;450 X;14539;Desconocido;27
313;Goes;2170;50 S;14540;Desconocido;27
313;Goes;2171;50 X;14541;Desconocido;27
313;Goes;2172;50 XS;14542;Desconocido;27
313;Goes;2173;520;14543;Desconocido;27
313;Goes;2174;520 MAX;14544;Desconocido;27
313;Goes;2175;G 125 L;14545;Desconocido;27
313;Goes;2176;G 125 M;14546;Desconocido;27
313;Goes;2177;G 125 RT;14547;Desconocido;27
313;Goes;2178;G 50 RT;14548;Desconocido;27
313;Goes;2179;G 55 R;14549;Desconocido;27
313;Goes;2180;Otro Modelo;14550;Desconocido;27
33;Grosspal;2202;Otro Modelo;4878;Otra Versión;27
33;Grosspal;2200;G 640;3471;Otra Versión;27
33;Grosspal;2201;G 660;3472;Ch/Largo;27
33;Grosspal;2201;G 660;3473;Otra Versión;27
214;Guerrero;2203;G 50 Econo;14551;Desconocido;27
214;Guerrero;2204;G 90 Econo;14552;Desconocido;27
214;Guerrero;2205;G110 DL;14553;Desconocido;27
214;Guerrero;2206;G110 DL Top;14554;Desconocido;27
214;Guerrero;2207;G110 DL Tuning;14555;Desconocido;27
214;Guerrero;2208;G110 Flash;14556;Desconocido;27
214;Guerrero;2209;G110 Trip;14557;Desconocido;27
214;Guerrero;2210;G110 Trip Automatico;14558;Desconocido;27
214;Guerrero;2211;G110 Trip Fun;14559;Desconocido;27
214;Guerrero;2212;G110 Trip Tuning;14560;Desconocido;27
214;Guerrero;2213;GC125 Queen;14561;Desconocido;27
214;Guerrero;2214;GFT 110-S Mapuche;14562;Desconocido;27
214;Guerrero;2215;GFT 200-S Mapuche;14563;Desconocido;27
214;Guerrero;2216;GFT 250 Mapuche;14564;Desconocido;27
214;Guerrero;2217;GFT 250-W Mapuche;14565;Desconocido;27
214;Guerrero;2218;GFT 300-S Mapuche;14566;Desconocido;27
214;Guerrero;2219;GMX 150;14567;Desconocido;27
214;Guerrero;2220;GN110 Keoken;14568;Desconocido;27
214;Guerrero;2221;GT 110 Day;14569;Desconocido;27
214;Guerrero;2222;GW110 Warrior;14570;Desconocido;27
214;Guerrero;2223;GXL 125;14571;Desconocido;27
214;Guerrero;2224;GXL 125 Minitrail;14572;Desconocido;27
214;Guerrero;2225;GXR 200 Tundra;14573;Desconocido;27
214;Guerrero;2226;Otro Modelo;14574;Desconocido;27
214;Guerrero;7644;Gt Day;21955;Desconocido;27
214;Guerrero;7645;G Econo;21956;Desconocido;27
214;Guerrero;7646;G Dl;21957;Desconocido;27
214;Guerrero;7647;G Dl Econo;21958;Desconocido;27
214;Guerrero;7648;Trip Full;21959;Desconocido;27
214;Guerrero;7649;Trip Econo;21960;Desconocido;27
214;Guerrero;7650;Tip Tuning;21961;Desconocido;27
214;Guerrero;7651;Trip Automatica;21962;Desconocido;27
214;Guerrero;7652;Andiamo;21963;Desconocido;27
214;Guerrero;7653;Kryon;21964;Desconocido;27
214;Guerrero;7654;Gc Queen;21965;Desconocido;27
214;Guerrero;7655;Gc;21966;Desconocido;27
214;Guerrero;7656;Gr 1;21967;Desconocido;27
214;Guerrero;7657;Gr 5;21968;Desconocido;27
214;Guerrero;7658;Gc Mapuche;21969;Desconocido;27
214;Guerrero;7659;Mapuche X;21970;Desconocido;27
214;Guerrero;7660;Motocarga;21971;Desconocido;27
95;Guzzi;2227;850 TS / 1000;14575;Desconocido;27
95;Guzzi;2228;Griso 1100;14576;Desconocido;27
95;Guzzi;2229;Griso 1200;14577;Desconocido;27
95;Guzzi;2230;Otro Modelo;220;Desconocido;27
96;Harley Davidson;2280;Otro Modelo;221;Desconocido;27
96;Harley Davidson;2255;1130 V-ROD;14578;Desconocido;27
96;Harley Davidson;2256;1450 Fat Boy;14579;Desconocido;27
96;Harley Davidson;2257;1450 Night Train;14580;Desconocido;27
96;Harley Davidson;2258;883 Custom 53;14581;Desconocido;27
96;Harley Davidson;2259;Dyna Glide 1340 Convertible;14582;Desconocido;27
96;Harley Davidson;2260;Dyna Low Rider;14583;Desconocido;27
96;Harley Davidson;2261;Dyna Street Bob;14584;Desconocido;27
96;Harley Davidson;2262;Dyna Super Glide 1450;14585;Desconocido;27
96;Harley Davidson;2263;Dyna Super Glide 1450 Low Rider;14586;Desconocido;27
96;Harley Davidson;2264;Dyna Super Glide 1450 Sport;14587;Desconocido;27
96;Harley Davidson;2265;Dyna Super Glide FXDI;14588;Desconocido;27
96;Harley Davidson;2266;Dyna Wide Glide;14589;Desconocido;27
96;Harley Davidson;2267;Electra Glide 1450 Road King;14590;Desconocido;27
96;Harley Davidson;2268;Electra Glide 1450 Standard;14591;Desconocido;27
96;Harley Davidson;2269;Electra Glide 1450 Ultra Classique;14592;Desconocido;27
96;Harley Davidson;2270;Flhrsi Road King Custom;14593;Desconocido;27
96;Harley Davidson;2271;Flstc Heritage Soft Class;14594;Desconocido;27
96;Harley Davidson;2272;FLSTF Fat Boy;14595;Desconocido;27
96;Harley Davidson;2273;Flstni Softail De Luxe;14596;Desconocido;27
96;Harley Davidson;2274;FXLR 1300;14597;Desconocido;27
96;Harley Davidson;2275;FXST Softail STD;14598;Desconocido;27
96;Harley Davidson;2276;Heritage Softail 1450 Custom;14599;Desconocido;27
96;Harley Davidson;2277;Heritage Softail 1450 Springer;14600;Desconocido;27
96;Harley Davidson;2278;Heritage Softail Classic;14601;Desconocido;27
96;Harley Davidson;2279;Hugger 883;14602;Desconocido;27
96;Harley Davidson;2281;Road King Custom FLHRSI;14603;Desconocido;27
96;Harley Davidson;2282;Road King FLHR;14604;Desconocido;27
96;Harley Davidson;2283;Softail 1340 Custom;14605;Desconocido;27
96;Harley Davidson;2284;Softail 1450 Deuce;14606;Desconocido;27
96;Harley Davidson;2285;Softail 1450 Standard;14607;Desconocido;27
96;Harley Davidson;2286;Softail Deluxe;14608;Desconocido;27
96;Harley Davidson;2287;Softail Night Train;14609;Desconocido;27
96;Harley Davidson;2288;Softail Springer;14610;Desconocido;27
96;Harley Davidson;2289;Sportster 1200;14611;Desconocido;27
96;Harley Davidson;2290;Sportster 1200 Custom;14612;Desconocido;27
96;Harley Davidson;2291;Sportster 1200 Sport;14613;Desconocido;27
96;Harley Davidson;2292;Sportster 883;14614;Desconocido;27
96;Harley Davidson;2293;Sportster 883 R;14615;Desconocido;27
96;Harley Davidson;2294;Sportster 883 Standar;14616;Desconocido;27
96;Harley Davidson;2295;Street Glide;14617;Desconocido;27
96;Harley Davidson;2296;Street Glide 105 Aniversario;14618;Desconocido;27
96;Harley Davidson;2297;Ultra Classic Electra Glide;14619;Desconocido;27
96;Harley Davidson;2298;V-Rod;14620;Desconocido;27
96;Harley Davidson;2299;VRSCA V-ROD;14621;Desconocido;27
96;Harley Davidson;2300;Wide Glide 1450;14622;Desconocido;27
96;Harley Davidson;2301;XL 883;14623;Desconocido;27
96;Harley Davidson;2302;XL1200;14624;Desconocido;27
96;Harley Davidson;2303;XLH Sportster 883;14625;Desconocido;27
96;Harley Davidson;6809;Dyna Fat Bob FXDF;17493;Desconocido;27
279;Hava;2304;640;14626;Desconocido;27
279;Hava;2305;Otro Modelo;14627;Desconocido;27
119;Heibao;2313;HB;14635;Desconocido;27
119;Heibao;2314;Otro Modelo;14636;Desconocido;27
119;Heibao;6761;Desconocido;13560;Desconocido;27
34;Henworth;2315;Otro Modelo;4879;Otra Versión;27
34;Henworth;2316;T3000;6249;D10;27
34;Henworth;2316;T3000;6250;Otra Versión;27
35;Hino;2360;Otro Modelo;4880;Otra Versión;27
35;Hino;2346;Fc;3265;114 D;27
35;Hino;2346;Fc;3266;Otra Versión;27
35;Hino;2319;1018 G;14637;Desconocido;27
35;Hino;2320;1018 J;14638;Desconocido;27
35;Hino;2321;1524 M;14639;Desconocido;27
35;Hino;2322;1524 P;14640;Desconocido;27
35;Hino;2323;1724 M;14641;Desconocido;27
35;Hino;2324;1724 P;14642;Desconocido;27
35;Hino;2325;1727 G;14643;Desconocido;27
35;Hino;2326;1727 M;14644;Desconocido;27
35;Hino;2327;1727 P;14645;Desconocido;27
35;Hino;2328;2.2 Estaca;14646;Desconocido;27
35;Hino;2329;2.2 Platón;14647;Desconocido;27
35;Hino;2330;300;14648;Desconocido;27
35;Hino;2331;414 Semi Long;14649;Desconocido;27
35;Hino;2332;500 FC-GD;14650;Desconocido;27
35;Hino;2333;500 GH-FM;14651;Desconocido;27
35;Hino;2334;614 Long;14652;Desconocido;27
35;Hino;2335;614 Semi Long;14653;Desconocido;27
35;Hino;2336;616 Long;14654;Desconocido;27
35;Hino;2337;616 Semi Long;14655;Desconocido;27
35;Hino;2338;700;14656;Desconocido;27
35;Hino;2339;716 Long;14657;Desconocido;27
35;Hino;2340;716 Semi Long;14658;Desconocido;27
35;Hino;2341;716 Super Long;14659;Desconocido;27
35;Hino;2342;816 Long;14660;Desconocido;27
35;Hino;2343;816 Semi long;14661;Desconocido;27
35;Hino;2344;816 Super Long;14662;Desconocido;27
35;Hino;2345;Dutro;14663;Desconocido;27
35;Hino;2347;FC10;14664;Desconocido;27
35;Hino;2348;FC114;14665;Desconocido;27
35;Hino;2349;FC3W;14666;Desconocido;27
35;Hino;2350;FC4J;14667;Desconocido;27
35;Hino;2351;FG1J;14668;Desconocido;27
35;Hino;2352;FM1;14669;Desconocido;27
35;Hino;2353;FM1J;14670;Desconocido;27
35;Hino;2354;FM1JCA;14671;Desconocido;27
35;Hino;2355;FM1JVQ;14672;Desconocido;27
35;Hino;2356;FS1E;14673;Desconocido;27
35;Hino;2357;GD1J;14674;Desconocido;27
35;Hino;2358;GH17;14675;Desconocido;27
35;Hino;2359;GH1J;14676;Desconocido;27
35;Hino;2361;Otro Modelo;14677;Desconocido;27
35;Hino;2362;SC3W;14678;Desconocido;27
36;Honda;2365;125 CG;14681;Desconocido;27
36;Honda;2366;125 CM;14682;Desconocido;27
